Epoch 1/100, Train Loss: 0.723619278271993, Validation Loss: 0.5574818551540375, Precision: 0.3245614035087719, Recall: 0.12698412698412698, F1: 0.18169398907103826, Accuracy: 0.2184873949579832
Epoch 2/100, Train Loss: 0.36876757542292277, Validation Loss: 0.28928469866514206, Precision: 0.8333333333333334, Recall: 0.7160122528543581, F1: 0.7678520404526598, Accuracy: 0.8571428571428571
Epoch 3/100, Train Loss: 0.17739283740520478, Validation Loss: 0.1811453513801098, Precision: 0.8333333333333334, Recall: 0.7548593706488443, F1: 0.7917036083702751, Accuracy: 0.9243697478991597
Epoch 4/100, Train Loss: 0.10743401199579239, Validation Loss: 0.1379566304385662, Precision: 0.8277777777777778, Recall: 0.7983291562238931, F1: 0.8125959292625958, Accuracy: 0.957983193277311
Epoch 5/100, Train Loss: 0.07144789819916089, Validation Loss: 0.12065249495208263, Precision: 0.8333333333333334, Recall: 0.7890698969646337, F1: 0.8105647212991846, Accuracy: 0.957983193277311
Epoch 6/100, Train Loss: 0.046284643063942595, Validation Loss: 0.10787899233400822, Precision: 0.8277777777777778, Recall: 0.7890698969646337, F1: 0.8078340245006911, Accuracy: 0.957983193277311
Epoch 7/100, Train Loss: 0.03209747318178415, Validation Loss: 0.09856711886823177, Precision: 0.8333333333333334, Recall: 0.7983291562238931, F1: 0.8153266260610893, Accuracy: 0.957983193277311
Epoch 8/100, Train Loss: 0.02321562608703971, Validation Loss: 0.08899285271763802, Precision: 0.8333333333333334, Recall: 0.7983291562238931, F1: 0.8153266260610893, Accuracy: 0.957983193277311
Epoch 9/100, Train Loss: 0.01691376163313786, Validation Loss: 0.08488570060580969, Precision: 0.8333333333333334, Recall: 0.7930381509328877, F1: 0.8126725201549508, Accuracy: 0.957983193277311
Epoch 10/100, Train Loss: 0.013046679459512234, Validation Loss: 0.0826416164636612, Precision: 0.8333333333333334, Recall: 0.8022974101921471, F1: 0.8174344249168556, Accuracy: 0.957983193277311
Epoch 11/100, Train Loss: 0.010174174994851152, Validation Loss: 0.0817438131198287, Precision: 0.8333333333333334, Recall: 0.8022974101921471, F1: 0.8174344249168556, Accuracy: 0.957983193277311
Epoch 12/100, Train Loss: 0.008229202187309662, Validation Loss: 0.08191823586821556, Precision: 0.8333333333333334, Recall: 0.8022974101921471, F1: 0.8174344249168556, Accuracy: 0.957983193277311
Epoch 13/100, Train Loss: 0.00682134348899126, Validation Loss: 0.0814063036814332, Precision: 0.8333333333333334, Recall: 0.8022974101921471, F1: 0.8174344249168556, Accuracy: 0.957983193277311
Epoch 14/100, Train Loss: 0.005740048402609925, Validation Loss: 0.07824232708662748, Precision: 0.8333333333333334, Recall: 0.8110693400167085, F1: 0.8219389294213602, Accuracy: 0.9663865546218487
Epoch 15/100, Train Loss: 0.004894731915555894, Validation Loss: 0.08136369846761227, Precision: 0.8333333333333334, Recall: 0.8022974101921471, F1: 0.8174344249168556, Accuracy: 0.957983193277311
Epoch 16/100, Train Loss: 0.004298185898611943, Validation Loss: 0.0795228872448206, Precision: 0.8333333333333334, Recall: 0.8022974101921471, F1: 0.8174344249168556, Accuracy: 0.957983193277311
Epoch 17/100, Train Loss: 0.0037728633265942334, Validation Loss: 0.07714818883687258, Precision: 0.8333333333333334, Recall: 0.8110693400167085, F1: 0.8219389294213602, Accuracy: 0.9663865546218487
Epoch 18/100, Train Loss: 0.00333498689190795, Validation Loss: 0.07753811776638031, Precision: 0.8333333333333334, Recall: 0.8022974101921471, F1: 0.8174344249168556, Accuracy: 0.957983193277311
Epoch 19/100, Train Loss: 0.0029541426105424763, Validation Loss: 0.07684461353346705, Precision: 0.8333333333333334, Recall: 0.8022974101921471, F1: 0.8174344249168556, Accuracy: 0.957983193277311
Epoch 20/100, Train Loss: 0.0026435084640979768, Validation Loss: 0.07659429684281349, Precision: 0.8333333333333334, Recall: 0.8022974101921471, F1: 0.8174344249168556, Accuracy: 0.957983193277311
Epoch 21/100, Train Loss: 0.002406275427589814, Validation Loss: 0.0764447427354753, Precision: 0.8333333333333334, Recall: 0.8022974101921471, F1: 0.8174344249168556, Accuracy: 0.957983193277311
Epoch 22/100, Train Loss: 0.0021803765557706356, Validation Loss: 0.07466694340109825, Precision: 0.8333333333333334, Recall: 0.8110693400167085, F1: 0.8219389294213602, Accuracy: 0.9663865546218487
Epoch 23/100, Train Loss: 0.001994982664473355, Validation Loss: 0.07610943727195263, Precision: 0.8333333333333334, Recall: 0.8022974101921471, F1: 0.8174344249168556, Accuracy: 0.957983193277311
Epoch 24/100, Train Loss: 0.0018064519468074043, Validation Loss: 0.0750695038586855, Precision: 0.8333333333333334, Recall: 0.8110693400167085, F1: 0.8219389294213602, Accuracy: 0.9663865546218487
Epoch 25/100, Train Loss: 0.0016633296889873841, Validation Loss: 0.07550792628899217, Precision: 0.8333333333333334, Recall: 0.8110693400167085, F1: 0.8219389294213602, Accuracy: 0.9663865546218487
Epoch 26/100, Train Loss: 0.0015387680614367127, Validation Loss: 0.0755667737685144, Precision: 0.8333333333333334, Recall: 0.8110693400167085, F1: 0.8219389294213602, Accuracy: 0.9663865546218487
