Epoch 1/100, Train Loss: 0.9610719203948974, Validation Loss: 0.7238969653844833, Precision: 0.07142857142857142, Recall: 0.011904761904761904, F1: 0.02040816326530612, Accuracy: 0.025210084033613446
Epoch 2/100, Train Loss: 0.6651379068692526, Validation Loss: 0.6452304720878601, Precision: 0.3333333333333333, Recall: 0.019047619047619046, F1: 0.03598484848484848, Accuracy: 0.03361344537815126
Epoch 3/100, Train Loss: 0.5719716807206472, Validation Loss: 0.547628253698349, Precision: 0.2833333333333333, Recall: 0.09444444444444444, F1: 0.14166666666666666, Accuracy: 0.17647058823529413
Epoch 4/100, Train Loss: 0.46377782225608827, Validation Loss: 0.4393718093633652, Precision: 0.8166666666666668, Recall: 0.39656084656084656, F1: 0.5254712223961051, Accuracy: 0.5042016806722689
Epoch 5/100, Train Loss: 0.36430721282958983, Validation Loss: 0.3620658591389656, Precision: 0.8095238095238096, Recall: 0.622639933166249, F1: 0.7029460670908039, Accuracy: 0.773109243697479
Epoch 6/100, Train Loss: 0.28546411643425623, Validation Loss: 0.3050226792693138, Precision: 0.8333333333333334, Recall: 0.7056530214424951, F1: 0.7634067509067509, Accuracy: 0.8739495798319328
Epoch 7/100, Train Loss: 0.23057694832483927, Validation Loss: 0.2642008811235428, Precision: 0.823529411764706, Recall: 0.7241715399610137, F1: 0.76995436995437, Accuracy: 0.8823529411764706
Epoch 8/100, Train Loss: 0.19127068867286046, Validation Loss: 0.23797225952148438, Precision: 0.8333333333333334, Recall: 0.7376636034530771, F1: 0.7822859078629741, Accuracy: 0.907563025210084
Epoch 9/100, Train Loss: 0.16559788038333256, Validation Loss: 0.22146568447351456, Precision: 0.8333333333333334, Recall: 0.751239209133946, F1: 0.7897951280304221, Accuracy: 0.907563025210084
Epoch 10/100, Train Loss: 0.1461040568848451, Validation Loss: 0.2091386802494526, Precision: 0.8333333333333334, Recall: 0.7795460874408242, F1: 0.8054819597923046, Accuracy: 0.9411764705882353
Epoch 11/100, Train Loss: 0.12847208380699157, Validation Loss: 0.20028069987893105, Precision: 0.8333333333333334, Recall: 0.7795460874408242, F1: 0.8054819597923046, Accuracy: 0.9411764705882353
Epoch 12/100, Train Loss: 0.11507933139801026, Validation Loss: 0.19196115620434284, Precision: 0.8333333333333334, Recall: 0.7795460874408242, F1: 0.8054819597923046, Accuracy: 0.9411764705882353
Epoch 13/100, Train Loss: 0.1032372569044431, Validation Loss: 0.18644332326948643, Precision: 0.8245614035087719, Recall: 0.7795460874408242, F1: 0.8012145344722478, Accuracy: 0.9327731092436975
Epoch 14/100, Train Loss: 0.09316925356785456, Validation Loss: 0.17965912446379662, Precision: 0.8245614035087719, Recall: 0.7795460874408242, F1: 0.8012145344722478, Accuracy: 0.9327731092436975
Epoch 15/100, Train Loss: 0.08333958797156811, Validation Loss: 0.17784160748124123, Precision: 0.8333333333333334, Recall: 0.7922862712336397, F1: 0.8121469581239696, Accuracy: 0.9495798319327731
Epoch 16/100, Train Loss: 0.07457304162283739, Validation Loss: 0.17042756080627441, Precision: 0.8245614035087719, Recall: 0.7874825953773321, F1: 0.8054828271551746, Accuracy: 0.9411764705882353
Epoch 17/100, Train Loss: 0.06727187025050323, Validation Loss: 0.16820908337831497, Precision: 0.8245614035087719, Recall: 0.7874825953773321, F1: 0.8054828271551746, Accuracy: 0.9411764705882353
Epoch 18/100, Train Loss: 0.06046119257807732, Validation Loss: 0.16382923163473606, Precision: 0.8245614035087719, Recall: 0.7874825953773321, F1: 0.8054828271551746, Accuracy: 0.9411764705882353
Epoch 19/100, Train Loss: 0.05402683739860852, Validation Loss: 0.1615916397422552, Precision: 0.8245614035087719, Recall: 0.7874825953773321, F1: 0.8054828271551746, Accuracy: 0.9411764705882353
Epoch 20/100, Train Loss: 0.04933169006059567, Validation Loss: 0.16206905990839005, Precision: 0.8245614035087719, Recall: 0.7874825953773321, F1: 0.8054828271551746, Accuracy: 0.9411764705882353
Epoch 21/100, Train Loss: 0.04393291634817918, Validation Loss: 0.15808379277586937, Precision: 0.8245614035087719, Recall: 0.7874825953773321, F1: 0.8054828271551746, Accuracy: 0.9411764705882353
Epoch 22/100, Train Loss: 0.03982492821911971, Validation Loss: 0.15617175213992596, Precision: 0.8245614035087719, Recall: 0.7874825953773321, F1: 0.8054828271551746, Accuracy: 0.9411764705882353
Epoch 23/100, Train Loss: 0.03615367542952299, Validation Loss: 0.15468585304915905, Precision: 0.8245614035087719, Recall: 0.7962545252018937, F1: 0.8099873316596792, Accuracy: 0.9411764705882353
Epoch 24/100, Train Loss: 0.031984176176289715, Validation Loss: 0.15461668372154236, Precision: 0.8245614035087719, Recall: 0.7874825953773321, F1: 0.8054828271551746, Accuracy: 0.9411764705882353
Epoch 25/100, Train Loss: 0.028948903270065784, Validation Loss: 0.1543623022735119, Precision: 0.8245614035087719, Recall: 0.7874825953773321, F1: 0.8054828271551746, Accuracy: 0.9411764705882353
Epoch 26/100, Train Loss: 0.02623310200870037, Validation Loss: 0.15339280106127262, Precision: 0.8245614035087719, Recall: 0.7962545252018937, F1: 0.8099873316596792, Accuracy: 0.9411764705882353
Epoch 27/100, Train Loss: 0.023508164503922065, Validation Loss: 0.15356278605759144, Precision: 0.8245614035087719, Recall: 0.7962545252018937, F1: 0.8099873316596792, Accuracy: 0.9411764705882353
Epoch 28/100, Train Loss: 0.021617735705027976, Validation Loss: 0.15233704261481762, Precision: 0.8245614035087719, Recall: 0.7962545252018937, F1: 0.8099873316596792, Accuracy: 0.9411764705882353
Epoch 29/100, Train Loss: 0.019507678380856912, Validation Loss: 0.1517551289871335, Precision: 0.8245614035087719, Recall: 0.7962545252018937, F1: 0.8099873316596792, Accuracy: 0.9411764705882353
Epoch 30/100, Train Loss: 0.018050049617886543, Validation Loss: 0.15322735905647278, Precision: 0.8245614035087719, Recall: 0.7962545252018937, F1: 0.8099873316596792, Accuracy: 0.9411764705882353
Epoch 31/100, Train Loss: 0.01629280935352047, Validation Loss: 0.15352583769708872, Precision: 0.8245614035087719, Recall: 0.7962545252018937, F1: 0.8099873316596792, Accuracy: 0.9411764705882353
Epoch 32/100, Train Loss: 0.014910478858898084, Validation Loss: 0.1523367092013359, Precision: 0.8245614035087719, Recall: 0.7962545252018937, F1: 0.8099873316596792, Accuracy: 0.9411764705882353
Epoch 33/100, Train Loss: 0.013758067476252715, Validation Loss: 0.15240424685180187, Precision: 0.8245614035087719, Recall: 0.7962545252018937, F1: 0.8099873316596792, Accuracy: 0.9411764705882353
