Epoch 1/100, Train Loss: 0.7085783352454503, Validation Loss: 0.5543619841337204, Precision: 0.6666666666666666, Recall: 0.16148705096073515, F1: 0.2482487922705314, Accuracy: 0.226890756302521
Epoch 2/100, Train Loss: 0.3417421256502469, Validation Loss: 0.30058230459690094, Precision: 0.8209876543209876, Recall: 0.54963798384851, F1: 0.6294923465976098, Accuracy: 0.7226890756302521
Epoch 3/100, Train Loss: 0.15647018253803252, Validation Loss: 0.18258970975875854, Precision: 0.8209876543209876, Recall: 0.7365636313004734, F1: 0.775657911339026, Accuracy: 0.8991596638655462
Epoch 4/100, Train Loss: 0.08870607366164525, Validation Loss: 0.1460709124803543, Precision: 0.8333333333333334, Recall: 0.7691868560289613, F1: 0.7993409449549801, Accuracy: 0.9159663865546218
Epoch 5/100, Train Loss: 0.05330270181099574, Validation Loss: 0.1284271888434887, Precision: 0.8225806451612904, Recall: 0.7890698969646337, F1: 0.804942608494521, Accuracy: 0.9411764705882353
Epoch 6/100, Train Loss: 0.034982559519509474, Validation Loss: 0.11425290443003178, Precision: 0.8333333333333334, Recall: 0.7858952937900306, F1: 0.8085322073590938, Accuracy: 0.9411764705882353
Epoch 7/100, Train Loss: 0.02275378710279862, Validation Loss: 0.10786386206746101, Precision: 0.8333333333333334, Recall: 0.7858952937900306, F1: 0.8085322073590938, Accuracy: 0.9411764705882353
Epoch 8/100, Train Loss: 0.016596081821868818, Validation Loss: 0.10775655135512352, Precision: 0.8333333333333334, Recall: 0.7826789195210248, F1: 0.8065305557204187, Accuracy: 0.9411764705882353
Epoch 9/100, Train Loss: 0.011934902099892498, Validation Loss: 0.09970186650753021, Precision: 0.8333333333333334, Recall: 0.7858952937900306, F1: 0.8085322073590938, Accuracy: 0.9411764705882353
Epoch 10/100, Train Loss: 0.00926491900657614, Validation Loss: 0.09669902920722961, Precision: 0.8333333333333334, Recall: 0.7914508493455862, F1: 0.8115570107468737, Accuracy: 0.9495798319327731
Epoch 11/100, Train Loss: 0.0073420250788331035, Validation Loss: 0.09600132144987583, Precision: 0.8333333333333334, Recall: 0.7858952937900306, F1: 0.8085322073590938, Accuracy: 0.9411764705882353
Epoch 12/100, Train Loss: 0.006047000596299768, Validation Loss: 0.09547566063702106, Precision: 0.8333333333333334, Recall: 0.7914508493455862, F1: 0.8115570107468737, Accuracy: 0.9495798319327731
Epoch 13/100, Train Loss: 0.005129689288636049, Validation Loss: 0.093293447047472, Precision: 0.8333333333333334, Recall: 0.7914508493455862, F1: 0.8115570107468737, Accuracy: 0.9495798319327731
Epoch 14/100, Train Loss: 0.004387811571359634, Validation Loss: 0.0916456850245595, Precision: 0.8333333333333334, Recall: 0.7914508493455862, F1: 0.8115570107468737, Accuracy: 0.9495798319327731
Epoch 15/100, Train Loss: 0.0037968431987489264, Validation Loss: 0.09193558245897293, Precision: 0.8333333333333334, Recall: 0.7914508493455862, F1: 0.8115570107468737, Accuracy: 0.9495798319327731
Epoch 16/100, Train Loss: 0.0032958991825580595, Validation Loss: 0.0916693713515997, Precision: 0.8333333333333334, Recall: 0.7858952937900306, F1: 0.8085322073590938, Accuracy: 0.9411764705882353
Epoch 17/100, Train Loss: 0.0028931600662569206, Validation Loss: 0.09426058270037174, Precision: 0.8333333333333334, Recall: 0.7914508493455862, F1: 0.8115570107468737, Accuracy: 0.9495798319327731
Epoch 18/100, Train Loss: 0.002625024299292515, Validation Loss: 0.09353638347238302, Precision: 0.8333333333333334, Recall: 0.7914508493455862, F1: 0.8115570107468737, Accuracy: 0.9495798319327731
