Epoch 1/100, Train Loss: 0.7033107588688533, Validation Loss: 0.5513751953840256, Precision: 0.6666666666666666, Recall: 0.18692564745196324, F1: 0.28281718281718277, Accuracy: 0.2689075630252101
Epoch 2/100, Train Loss: 0.3523408979177475, Validation Loss: 0.2955273725092411, Precision: 0.8333333333333334, Recall: 0.6147173489278752, F1: 0.6822814219873043, Accuracy: 0.773109243697479
Epoch 3/100, Train Loss: 0.1696217954158783, Validation Loss: 0.1861901581287384, Precision: 0.8275862068965517, Recall: 0.7373572820941242, F1: 0.77844064500936, Accuracy: 0.907563025210084
Epoch 4/100, Train Loss: 0.09360141679644585, Validation Loss: 0.14777841977775097, Precision: 0.8333333333333334, Recall: 0.7620022277917015, F1: 0.7959724502827951, Accuracy: 0.9327731092436975
Epoch 5/100, Train Loss: 0.05791966368754705, Validation Loss: 0.11920931190252304, Precision: 0.8275862068965517, Recall: 0.784001670843776, F1: 0.8049221537922103, Accuracy: 0.9495798319327731
Epoch 6/100, Train Loss: 0.038331706635653974, Validation Loss: 0.10693551786243916, Precision: 0.8333333333333334, Recall: 0.7927736006683376, F1: 0.8121541081311197, Accuracy: 0.957983193277311
Epoch 7/100, Train Loss: 0.02615061365067959, Validation Loss: 0.10056495666503906, Precision: 0.8333333333333334, Recall: 0.7927736006683376, F1: 0.8124043583813698, Accuracy: 0.9495798319327731
Epoch 8/100, Train Loss: 0.017730296496301888, Validation Loss: 0.09786975290626287, Precision: 0.8333333333333334, Recall: 0.7800334168755222, F1: 0.8054891097994547, Accuracy: 0.9327731092436975
Epoch 9/100, Train Loss: 0.013118174082289139, Validation Loss: 0.09222770389169455, Precision: 0.8333333333333334, Recall: 0.8015455304928989, F1: 0.8169088628858744, Accuracy: 0.957983193277311
Epoch 10/100, Train Loss: 0.010174651816487312, Validation Loss: 0.09412584733217955, Precision: 0.8333333333333334, Recall: 0.7747424115845168, F1: 0.8028876988647103, Accuracy: 0.9411764705882353
Epoch 11/100, Train Loss: 0.008033580084641775, Validation Loss: 0.08725327719002962, Precision: 0.8333333333333334, Recall: 0.7927736006683376, F1: 0.8124043583813698, Accuracy: 0.9495798319327731
Epoch 12/100, Train Loss: 0.006645778752863407, Validation Loss: 0.08753662556409836, Precision: 0.8333333333333334, Recall: 0.7927736006683376, F1: 0.8124043583813698, Accuracy: 0.9495798319327731
Epoch 13/100, Train Loss: 0.0055368856061249975, Validation Loss: 0.08637752197682858, Precision: 0.8333333333333334, Recall: 0.7927736006683376, F1: 0.8124043583813698, Accuracy: 0.9495798319327731
Epoch 14/100, Train Loss: 0.0047575475880876185, Validation Loss: 0.08764132298529148, Precision: 0.8333333333333334, Recall: 0.7927736006683376, F1: 0.8124043583813698, Accuracy: 0.9495798319327731
Epoch 15/100, Train Loss: 0.0040950083561862504, Validation Loss: 0.08287578541785479, Precision: 0.8333333333333334, Recall: 0.7927736006683376, F1: 0.8124043583813698, Accuracy: 0.9495798319327731
Epoch 16/100, Train Loss: 0.0035263160321240624, Validation Loss: 0.08600855153053999, Precision: 0.8333333333333334, Recall: 0.7983291562238931, F1: 0.8153266260610893, Accuracy: 0.957983193277311
Epoch 17/100, Train Loss: 0.0031299331846336522, Validation Loss: 0.08412927482277155, Precision: 0.8333333333333334, Recall: 0.7983291562238931, F1: 0.8153266260610893, Accuracy: 0.957983193277311
Epoch 18/100, Train Loss: 0.0027390491605425874, Validation Loss: 0.08690003678202629, Precision: 0.8333333333333334, Recall: 0.7927736006683376, F1: 0.8124043583813698, Accuracy: 0.9495798319327731
Epoch 19/100, Train Loss: 0.002500448399223387, Validation Loss: 0.08622066862881184, Precision: 0.8333333333333334, Recall: 0.7927736006683376, F1: 0.8124043583813698, Accuracy: 0.9495798319327731
