Epoch 1/100, Train Loss: 0.7789383590221405, Validation Loss: 0.6037484258413315, Precision: 0.3333333333333333, Recall: 0.04523809523809524, F1: 0.07485525227460711, Accuracy: 0.09243697478991597
Epoch 2/100, Train Loss: 0.45881364941596986, Validation Loss: 0.4041017070412636, Precision: 0.8130341880341879, Recall: 0.5416040100250626, F1: 0.6440657744579313, Accuracy: 0.680672268907563
Epoch 3/100, Train Loss: 0.2629741430282593, Validation Loss: 0.26253246515989304, Precision: 0.816008316008316, Recall: 0.7050403787245892, F1: 0.7560848530692162, Accuracy: 0.8739495798319328
Epoch 4/100, Train Loss: 0.15946999291578928, Validation Loss: 0.20440984144806862, Precision: 0.8174531155474893, Recall: 0.7437064884433306, F1: 0.7784021612411444, Accuracy: 0.9159663865546218
Epoch 5/100, Train Loss: 0.10644036183754603, Validation Loss: 0.16512225568294525, Precision: 0.8273809523809524, Recall: 0.7612503480924534, F1: 0.7927648887273505, Accuracy: 0.9243697478991597
Epoch 6/100, Train Loss: 0.07275954658786456, Validation Loss: 0.1502644345164299, Precision: 0.8273809523809524, Recall: 0.7700222779170147, F1: 0.7975196434821052, Accuracy: 0.9327731092436975
Epoch 7/100, Train Loss: 0.05336960119505723, Validation Loss: 0.13994072750210762, Precision: 0.8333333333333334, Recall: 0.7644667223614592, F1: 0.7971091344509066, Accuracy: 0.9243697478991597
Epoch 8/100, Train Loss: 0.03997915430615346, Validation Loss: 0.12694870494306087, Precision: 0.8333333333333334, Recall: 0.7787942077415763, F1: 0.8047464710356116, Accuracy: 0.9327731092436975
Epoch 9/100, Train Loss: 0.02840951724598805, Validation Loss: 0.11884238198399544, Precision: 0.8275862068965517, Recall: 0.7883180172653858, F1: 0.8072590144624043, Accuracy: 0.9411764705882353
Epoch 10/100, Train Loss: 0.02155995840827624, Validation Loss: 0.11536023579537868, Precision: 0.8333333333333334, Recall: 0.7827624617098302, F1: 0.8069616609090294, Accuracy: 0.9411764705882353
Epoch 11/100, Train Loss: 0.016777798595527808, Validation Loss: 0.11809228360652924, Precision: 0.8333333333333334, Recall: 0.7684349763297131, F1: 0.7993243243243243, Accuracy: 0.9327731092436975
Epoch 12/100, Train Loss: 0.013463804529358943, Validation Loss: 0.1108445655554533, Precision: 0.8333333333333334, Recall: 0.7883180172653858, F1: 0.8099864642968092, Accuracy: 0.9495798319327731
Epoch 13/100, Train Loss: 0.011013392234841983, Validation Loss: 0.11230201460421085, Precision: 0.8333333333333334, Recall: 0.7883180172653858, F1: 0.8099864642968092, Accuracy: 0.9495798319327731
Epoch 14/100, Train Loss: 0.009145385151108106, Validation Loss: 0.10923897568136454, Precision: 0.8333333333333334, Recall: 0.7827624617098302, F1: 0.8069616609090294, Accuracy: 0.9411764705882353
Epoch 15/100, Train Loss: 0.007848975714296103, Validation Loss: 0.10924552287906408, Precision: 0.8333333333333334, Recall: 0.7795460874408242, F1: 0.8054819597923046, Accuracy: 0.9495798319327731
Epoch 16/100, Train Loss: 0.0068056688643991945, Validation Loss: 0.1092796940356493, Precision: 0.8333333333333334, Recall: 0.7827624617098302, F1: 0.8069616609090294, Accuracy: 0.9411764705882353
Epoch 17/100, Train Loss: 0.005887379264459014, Validation Loss: 0.10749133490025997, Precision: 0.8333333333333334, Recall: 0.7827624617098302, F1: 0.8069616609090294, Accuracy: 0.9411764705882353
Epoch 18/100, Train Loss: 0.0052165464187661804, Validation Loss: 0.10764491837471724, Precision: 0.8333333333333334, Recall: 0.7827624617098302, F1: 0.8069616609090294, Accuracy: 0.9411764705882353
Epoch 19/100, Train Loss: 0.004569804458878934, Validation Loss: 0.10766757745295763, Precision: 0.8333333333333334, Recall: 0.7827624617098302, F1: 0.8069616609090294, Accuracy: 0.9411764705882353
Epoch 20/100, Train Loss: 0.004029303602874279, Validation Loss: 0.10768161527812481, Precision: 0.8333333333333334, Recall: 0.7827624617098302, F1: 0.8069616609090294, Accuracy: 0.9411764705882353
Epoch 21/100, Train Loss: 0.0037029379202673835, Validation Loss: 0.10786834638565779, Precision: 0.8333333333333334, Recall: 0.7827624617098302, F1: 0.8069616609090294, Accuracy: 0.9411764705882353
