Epoch 1/100, Train Loss: 0.7040548145771026, Validation Loss: 0.5444583967328072, Precision: 0.6666666666666666, Recall: 0.30551378446115285, F1: 0.3887273145374556, Accuracy: 0.42016806722689076
Epoch 2/100, Train Loss: 0.3586540758609772, Validation Loss: 0.30600350350141525, Precision: 0.8333333333333334, Recall: 0.6001531606794764, F1: 0.6856923558897243, Accuracy: 0.7899159663865546
Epoch 3/100, Train Loss: 0.17295976181825, Validation Loss: 0.19908637925982475, Precision: 0.8333333333333334, Recall: 0.7401280980228347, F1: 0.7815469820663915, Accuracy: 0.907563025210084
Epoch 4/100, Train Loss: 0.10427731548746427, Validation Loss: 0.14548587054014206, Precision: 0.8333333333333334, Recall: 0.7890698969646337, F1: 0.8105647212991846, Accuracy: 0.957983193277311
Epoch 5/100, Train Loss: 0.06638413270314535, Validation Loss: 0.1301235556602478, Precision: 0.8333333333333334, Recall: 0.7970064049011417, F1: 0.8147295286768433, Accuracy: 0.9747899159663865
Epoch 6/100, Train Loss: 0.04371400127808253, Validation Loss: 0.11011244356632233, Precision: 0.8333333333333334, Recall: 0.8057783347257031, F1: 0.8192340331813478, Accuracy: 0.9747899159663865
Epoch 7/100, Train Loss: 0.031008135154843332, Validation Loss: 0.10302313137799501, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 8/100, Train Loss: 0.02097969138994813, Validation Loss: 0.10144177358597517, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 9/100, Train Loss: 0.015141907334327697, Validation Loss: 0.10207088571041822, Precision: 0.8333333333333334, Recall: 0.7978418267891952, F1: 0.815069225803689, Accuracy: 0.957983193277311
Epoch 10/100, Train Loss: 0.01202621425812443, Validation Loss: 0.09687366522848606, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 11/100, Train Loss: 0.009247396079202493, Validation Loss: 0.09733688831329346, Precision: 0.8333333333333334, Recall: 0.8057783347257031, F1: 0.8192340331813478, Accuracy: 0.9663865546218487
Epoch 12/100, Train Loss: 0.007608186174184084, Validation Loss: 0.08983259182423353, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 13/100, Train Loss: 0.006353050873925289, Validation Loss: 0.09218560392037034, Precision: 0.8333333333333334, Recall: 0.7978418267891952, F1: 0.815069225803689, Accuracy: 0.957983193277311
Epoch 14/100, Train Loss: 0.005317881315325697, Validation Loss: 0.08885944215580821, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 15/100, Train Loss: 0.004624737706035375, Validation Loss: 0.08839091751724482, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 16/100, Train Loss: 0.0039831849901626505, Validation Loss: 0.08979138266295195, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 17/100, Train Loss: 0.0034917043522000313, Validation Loss: 0.0900138565339148, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 18/100, Train Loss: 0.0031442616833373903, Validation Loss: 0.08842463977634907, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 19/100, Train Loss: 0.0027926324556271235, Validation Loss: 0.08793184394016862, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 20/100, Train Loss: 0.0027558549928168455, Validation Loss: 0.087969487067312, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 21/100, Train Loss: 0.0026979636090497176, Validation Loss: 0.08782459422945976, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 22/100, Train Loss: 0.002670141899337371, Validation Loss: 0.08799516269937158, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 23/100, Train Loss: 0.002636784928229948, Validation Loss: 0.08793945424258709, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 24/100, Train Loss: 0.0026059329703760643, Validation Loss: 0.08792507648468018, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
Epoch 25/100, Train Loss: 0.002615204003329078, Validation Loss: 0.08796010632067919, Precision: 0.8333333333333334, Recall: 0.8018100807574492, F1: 0.8171770246594554, Accuracy: 0.9663865546218487
