Epoch 1/100, Train Loss: 0.781559427579244, Validation Loss: 0.6661403030157089, Precision: 0.16666666666666666, Recall: 0.003968253968253968, F1: 0.007751937984496124, Accuracy: 0.008403361344537815
Epoch 2/100, Train Loss: 0.5405686100323995, Validation Loss: 0.48237545043230057, Precision: 0.6621621621621622, Recall: 0.27609301030353656, F1: 0.35990670358497256, Accuracy: 0.44537815126050423
Epoch 3/100, Train Loss: 0.35544240673383076, Validation Loss: 0.3173535019159317, Precision: 0.8333333333333334, Recall: 0.6323865218602059, F1: 0.710559016366639, Accuracy: 0.8235294117647058
Epoch 4/100, Train Loss: 0.22079595079024633, Validation Loss: 0.23095892369747162, Precision: 0.8333333333333334, Recall: 0.7325536062378167, F1: 0.7779157572261021, Accuracy: 0.907563025210084
Epoch 5/100, Train Loss: 0.15672766019900639, Validation Loss: 0.1869833916425705, Precision: 0.8333333333333334, Recall: 0.7540657198551936, F1: 0.7912135705239155, Accuracy: 0.9327731092436975
Epoch 6/100, Train Loss: 0.1225558064877987, Validation Loss: 0.1543407030403614, Precision: 0.8333333333333334, Recall: 0.7874825953773321, F1: 0.8095000022249813, Accuracy: 0.957983193277311
Epoch 7/100, Train Loss: 0.09782431349158287, Validation Loss: 0.14370552636682987, Precision: 0.8333333333333334, Recall: 0.7874825953773321, F1: 0.8095000022249813, Accuracy: 0.957983193277311
Epoch 8/100, Train Loss: 0.07932745503882567, Validation Loss: 0.13188243098556995, Precision: 0.8333333333333334, Recall: 0.7967418546365915, F1: 0.8145121572371362, Accuracy: 0.957983193277311
Epoch 9/100, Train Loss: 0.062066665912667913, Validation Loss: 0.12050958350300789, Precision: 0.8333333333333334, Recall: 0.8055137844611528, F1: 0.8190166617416407, Accuracy: 0.957983193277311
Epoch 10/100, Train Loss: 0.05156602766364813, Validation Loss: 0.11182029731571674, Precision: 0.8333333333333334, Recall: 0.8055137844611528, F1: 0.8190166617416407, Accuracy: 0.957983193277311
Epoch 11/100, Train Loss: 0.042540067931016286, Validation Loss: 0.10218813270330429, Precision: 0.8333333333333334, Recall: 0.8055137844611528, F1: 0.8190166617416407, Accuracy: 0.957983193277311
Epoch 12/100, Train Loss: 0.03412993258486192, Validation Loss: 0.09882632084190845, Precision: 0.8333333333333334, Recall: 0.8094820384294068, F1: 0.8210736702635332, Accuracy: 0.9663865546218487
Epoch 13/100, Train Loss: 0.02832871483018001, Validation Loss: 0.09405516181141138, Precision: 0.8333333333333334, Recall: 0.8134502923976609, F1: 0.8230817023920473, Accuracy: 0.9747899159663865
